ID_verbatim_long	ID_verbatim_short	ID_Respondent	Question	Verbatim	CODE-h1	#Words
R_2rNMJhyhEJmefztQ14	V189	R_2rNMJhyhEJmefzt	Q14	I'm part of a team of XPS experts striving to correct the terrible state of XPS analysis. There are many examples of a scientifically wrong analysis of XPS spectra in high-ranked journals, practically ignoring the basic principles.    We had prepared a perspective discussion on the topic, discussing if we were in a pre-crisis state or already in a crisis. [ANONYMISED]   (We have returned the proof to the journal; however, it is still not published)	Correction by a new publication	79
R_XFzPgMRmnRdeN0ZQ14	V190	R_XFzPgMRmnRdeN0Z	Q14	I'm working on ultrasensitive methods to detect minute concentrations of biomarkers (DNA or RNA for instance). In the literature, there is a lot of papers that claims a limit of detection in the sub-femtomolar or attomolar range. From my experience, such limits of detection seem very unlikely to be reached by such methods. My hypothesis is that the serial dilution of a synthetic target (used to evaluate the limit of detection) is biased by carry-over contamination and leads to an underestimation of the concentration. Although I have evidence that the method of performing the dilution is of extreme importance and can lead to differences by orders of magnitude in the actual concentration, I cannot formerly say that the experiments include such bias, precisely because the method of dilution is never reported. Although this seems anecdotal, I think it is important to report this problem. I will probably write a short scientific article about this issue that makes meaningless most of the reported limits of detection. I hope this information falls into the scope of your study.	Correction by a new publication	176
R_3Jw4b8xQxrAqNlTQ3_notAuth_10_TEXT	V193	R_3Jw4b8xQxrAqNlT	Q3_notAuth_10_TEXT	In one instance, the authors criticized some of our earlier work, so I wrote a new paper to refute this.	Correction by a new publication	20
R_3qwXhWSdjjiYoT2Q9_Auth_14_TEXT	V195	R_3qwXhWSdjjiYoT2	Q9_Auth_14_TEXT	It was not really an error but an interpretation that was too simple and data were in fact lacking to be sure of it. I then performed additionnal experiments that confirmed the first interpretation was correct. We published another paper with the new technique that reinforced the previous interpretation.	Correction by a new publication	49
R_2fkekCM814yuB4uQ2_notAuth_15_TEXT	V18	R_2fkekCM814yuB4u	Q2_notAuth_15_TEXT	Launched in-depth piece of work and have organised to publish co0mment article (coming soon in Chem. Soc. Rev.) and the subsequent papers showing this.  However, this comes at huge risk as these errors are published and upheld by very well established, powerful and connected individuals that have already lashed out about this in discussions, reviews (of grants, proposals, papers). They will not be giving up ground without shedding blood.	Correction by a new publication	70
R_29lVrTKStafrK0BQ14	V197	R_29lVrTKStafrK0B	Q14	Most of the problems encountered are minor mistakes that are corrected through publications. I am very sad that, in general, the work of referees is becoming rather poor. Many obvious mistakes, most of them minor, are published.	Correction by a new publication	37
R_2TwaRdeCj54UJx6Q2_notAuth_15_TEXT	V198	R_2TwaRdeCj54UJx6	Q2_notAuth_15_TEXT	mostly nothing, mention in my papers that XXX showed but that it is not possible due to... we now show	Correction by a new publication	20
R_1GW7CH6RBKz128MQ2_notAuth_15_TEXT	V199	R_1GW7CH6RBKz128M	Q2_notAuth_15_TEXT	Our results were not consistent with the previously published results. A section of our articles mentioned the errors, because our research provided substantial evidence that those prior results were incorrect	Correction by a new publication	30
R_3NDP53JOGiVThFDQ2_notAuth_15_TEXT	V201	R_3NDP53JOGiVThFD	Q2_notAuth_15_TEXT	Publish a paper about a common error	Correction by a new publication	7
R_sjpgBONHGC6KxnXQ3_notAuth_10_TEXT	V244	R_sjpgBONHGC6KxnX	Q3_notAuth_10_TEXT	There was and is an erroneous perception in the field about how an effect shall be described theoretically. However, these authors do not only address the effect incorrectly, they also study the wrong quantity. That's what I pointed out in my paper.	Correction by a new publication	42
R_XG10H03oQNxZU6BQ14	V225	R_XG10H03oQNxZU6B	Q14	There are lots of papers in physical chemistry and theoretical chemistry journals on the theme of: consider reaction A + B that is important in the atmosphere (and for which the rate constant is known). Consider forming a hydrogen-bonded complex: A-H2O.    The reaction A-H2O + B has a lower activation energy /higher rate constant that the reaction  A + B. Therefore, the reaction A-H2O + B is important in atmospheric chemistry.   The problem is that it is almost  always the case the the concentration of A-H2O is so low that the extent of the reaction A-H2O + B is a few to several orders of magnitude less than the reaction A + B.  The comment [ANONYMISED] on a specific case is at [ANONYMISED].	Correction by publication a comment	131
R_WdOuXfzkdXv20A9Q2_notAuth_15_TEXT	V226	R_WdOuXfzkdXv20A9	Q2_notAuth_15_TEXT	I did nothing because the errors were in ancient papers. On a recent occasion I tried and tried without success to get the error corrected	Correction failed	25
R_2z8wPWIgpVdRQudQ2_notAuth_15_TEXT	V172	R_2z8wPWIgpVdRQud	Q2_notAuth_15_TEXT	A reader discovered the error in a non-ACS journal and I submitted a correction that was published;	Correction by a new publication	17
R_agxmfFG4fZQQiD7Q9_Auth_14_TEXT	V175	R_agxmfFG4fZQQiD7	Q9_Auth_14_TEXT	As it was not a fraud at all, just an honest error, we corrected it in further publication as the research was advancing.	Correction by a new publication	23
R_1eDistfmorgSfUFQ14	V206	R_1eDistfmorgSfUF	Q14	The error in our paper was reported in a paper by another author - it was done very professionally. We were obviously embarrassed but happy to admit the error in a subsequent paper.	Correction by a new publication	33
R_1Id5XRRuliPXW00Q9_Auth_14_TEXT	V179	R_1Id5XRRuliPXW00	Q9_Auth_14_TEXT	Given that these were issues of interpretations about valid data (of ours), many of the options above are not so relevant:  I submitted and published a paper that corrected the error after I told colleagues in the field at several conferences	Correction by a new publication	42
R_2RUrDHCTp7Qn2T2Q9_Auth_14_TEXT	V180	R_2RUrDHCTp7Qn2T2	Q9_Auth_14_TEXT	I corrected the error in a follow-up paper	Correction by a new publication	8
R_3PLjFLeFAdkR9QoQ2_notAuth_15_TEXT	V181	R_3PLjFLeFAdkR9Qo	Q2_notAuth_15_TEXT	I corrected the error in one of my papers, but did not draw attention to it in the text of the article	Correction by a new publication	22
R_1KqkdIAguQt4qVfQ9_Auth_14_TEXT	V184	R_1KqkdIAguQt4qVf	Q9_Auth_14_TEXT	I published a corrected full paper in the same journal	Correction by a new publication	10
R_2vccBAzhQ43Lu9rQ14	V191	R_2vccBAzhQ43Lu9r	Q14	I've been working in the field for 40+ years and have 160+ papers.  In two cases I drew conclusions from (properly done) simulations that turned out to the incorrect based on a deeper theoretical analysis. I coauthored follow-up papers and review articles correcting the errors, the field was improved, and don't believe it hurt my career.	Correction by a new publication	57
R_2vccBAzhQ43Lu9rQ14	V191	R_2vccBAzhQ43Lu9r	Q14	I've been working in the field for 40+ years and have 160+ papers.  In two cases I drew conclusions from (properly done) simulations that turned out to the incorrect based on a deeper theoretical analysis. I coauthored follow-up papers and review articles correcting the errors, the field was improved, and don't believe it hurt my career.	Correction by a new publication	57
R_3e3JcckEOscKXMxQ10_Auth_4_TEXT	V194	R_3e3JcckEOscKXMx	Q10_Auth_4_TEXT	In the previous publication, I did not have enough knowledge of the sytem under study to see the error. Later it became clear that the particular graph has not been "complete". At the time of publication, however, the matter was as it was. The follow-up paper detailed the error and corrected it. It was minor error without too much consequences. A more severe error, however, I would have perhaps corrected more "actively", e.g. by retraction or an addendum.	Correction by a new publication	78
R_3QSFfy5g5UoO1oHQ14	V200	R_3QSFfy5g5UoO1oH	Q14	Overall, we see less corrections published than was previously the case 10 or 20 years ago. When I recently submitted a correction, the reviewers suggested that I submit the revised work as an original contribution and my attempts to include the original publication in the title or abstract were also not accepted. As a result, if a researcher only saw the original contribution and not the follow-on one, they would not know about the error made in the first one.  Over my 40 years of reviewing 40+ papers each year, the most negative experience has been when I spent some serious time and effort helping to improve a manuscript and the editor allowed it to be published without revision! In one instance I let the editor know of my disappointment with his actions and, after he chose to not respond, I refused to review for that journal until the Editor changed.	Correction by a new publication	152
R_1dt25T526xHNYrRQ9_Auth_14_TEXT	V203	R_1dt25T526xHNYrR	Q9_Auth_14_TEXT	put up efforts in subsequent follow up works to overcome the limitations; and also corrected through follow ups on the aspects due to which such an error occurred.	Correction by a new publication	28
R_1pnUM87I9D9fmlMQ14	V288	R_1pnUM87I9D9fmlM	Q14	There is a much bigger problem:  Editors push to have more recent citations and authors pad their papers with irrelevant citations. I recently reviewed a paper for which I was able to make a list of, if I remember correctly, twenty citations that had no relevance to the papers content! It was clear that the authors included those references to "assist" their "buddies" to get more citations.  One of my papers was rejected by one of the reviewers because the citations were "too old" and that reviewer actually provided a list of paper that should be cited. Strangely, each of those papers included one person's name as a co-author and in my opinion their relevance to our manuscript was very limited.  Recently I read a paper quoting "Kay's rule" and since I did not know about it I looked up the citation for that equation. It quoted another paper which used Kay's rule and there was in the end a strand of papers quoting backward until I eventually found the original paper by Kay:  KAY, W. 1936. Gases and Vapors At High Temperature and Pressure - Density of Hydrocarbon. Industrial & Engineering Chemistry, 28, 1014-1019.  I was taught that one should cite the originator of an idea or equation but due to the pressure of h-Index, etc. ethics in publishing is apparently falling by the way side.	Editors are not qualified, are wrong	232
